COM,PMUN,PCAP,PTOT
Saint-Pierre-de-Cernières,225,3,228
Saint-Pierre-de-Cormeilles,609,12,621
Saint-Pierre-de-Salerne,248,3,251
Saint-Pierre-des-Fleurs,1562,21,1583
Saint-Pierre-des-Ifs,277,1,278
Saint-Pierre-du-Bosguérard,1032,13,1045
Saint-Pierre-du-Val,572,1,573
Saint-Pierre-du-Vauvray,1282,26,1308
Saint-Pierre-la-Garenne,912,10,922
Saint-Samson-de-la-Roque,436,4,440
Saint-Sébastien-de-Morsent,5697,170,5867
Saint-Siméon,317,6,323
Saint-Sulpice-de-Grimbouville,167,2,169
Saint-Sylvestre-de-Cormeilles,253,6,259
Saint-Symphorien,488,1,489
Saint-Victor-d'Épine,321,3,324
Saint-Victor-de-Chrétienville,456,9,465
Saint-Victor-sur-Avre,58,4,62
Saint-Vigor,330,4,334
Saint-Vincent-des-Bois,334,6,340
Saint-Vincent-du-Boulay,381,5,386
Sainte-Colombe-la-Commanderie,848,6,854
Sainte-Colombe-près-Vernon,309,19,328
Sainte-Geneviève-lès-Gasny,663,15,678
Sainte-Marie-d'Attez,599,14,613
Sainte-Marie-de-Vatimesnil,269,6,275
Sainte-Marthe,508,8,516
Sainte-Opportune-du-Bosc,648,15,663
Sainte-Opportune-la-Mare,440,11,451
Sancourt,155,4,159
Sassey,192,3,195
Saussay-la-Campagne,531,8,539
La Saussaye,1872,55,1927
Sébécourt,477,10,487
Selles,469,2,471
Serez,154,5,159
Serquigny,1987,47,2034
Surtauville,486,9,495
Surville,904,24,928
Suzay,351,2,353
Sylvains-Lès-Moulins,1295,33,1328
Terres de Bord,1484,35,1519
Le Theil-Nolent,250,12,262
Thénouville,1017,17,1034
Thiberville,1800,15,1815
Thibouville,312,55,367
Thierville,371,4,375
Le Thil,539,8,547
Les Thilliers-en-Vexin,494,6,500
Le Thuit,141,5,146
Le Thuit de l'Oison,3619,51,3670
Tilleul-Dame-Agnès,195,4,199
Le Tilleul-Lambert,251,5,256
Tillières-sur-Avre,1081,22,1103
Tilly,547,42,589
Tocqueville,155,2,157
Le Torpt,443,4,447
Touffreville,351,7,358
Tournedos-Bois-Hubert,476,4,480
Tourneville,319,8,327
Tourville-la-Campagne,1081,11,1092
Tourville-sur-Pont-Audemer,721,169,890
Toutainville,1344,26,1370
Treis-Sants-en-Ouche,1420,33,1453
Le Tremblay-Omonville,342,6,348
La Trinité,116,3,119
La Trinité-de-Réville,239,2,241
La Trinité-de-Thouberville,432,11,443
Triqueville,332,10,342
Les Trois Lacs,1784,34,1818
Le Troncq,173,4,177
Le Tronquay,511,8,519
Trouville-la-Haule,767,13,780
La Vacherie,568,19,587
Le Val d'Hazey,5556,72,5628
Val d'Orger,982,12,994
Le Val-David,723,18,741
Val-de-Reuil,13063,264,13327
Le Val-Doré,921,50,971
Valailles,384,10,394
Valletot,424,5,429
Vandrimare,959,18,977
Vannecrocq,153,6,159
Vascœuil,355,1,356
Vatteville,182,2,184
Le Vaudreuil,3722,84,3806
Vaux-sur-Eure,270,7,277
Venon,395,8,403
Les Ventes,1041,24,1065
Verneuil d'Avre et d'Iton,8170,403,8573
Verneusses,201,4,205
Vernon,23872,658,24530
Vesly,694,23,717
Vexin-sur-Epte,6065,137,6202
Vézillon,251,3,254
Le Vieil-Évreux,812,14,826
La Vieille-Lyre,651,10,661
Vieux-Port,46,0,46
Villegats,350,16,366
Villers-en-Vexin,318,1,319
Villers-sur-le-Roule,853,18,871
Villettes,170,6,176
Villez-sous-Bailleul,312,14,326
Villez-sur-le-Neubourg,284,6,290
Villiers-en-Désœuvre,937,18,955
Vironvay,332,5,337
Vitot,559,14,573
Voiscreville,124,4,128
Vraiville,691,5,696
Abondant,2372,54,2426
Allainville,136,7,143
Allonnes,313,3,316
Alluyes,760,89,849
Amilly,1842,47,1889
Anet,2733,99,2832
Arcisses,2204,59,2263
Ardelles,200,3,203
Ardelu,73,1,74
Argenvilliers,332,10,342
Aunay-sous-Auneau,1483,24,1507
Aunay-sous-Crécy,637,7,644
Auneau-Bleury-Saint-Symphorien,5916,84,6000
Les Autels-Villevillon,156,2,158
Authon-du-Perche,1511,17,1528
Baigneaux,225,5,230
Bailleau-Armenonville,1386,27,1413
Bailleau-l'Évêque,1162,32,1194
Bailleau-le-Pin,1563,30,1593
Barjouville,1712,59,1771
Barmainville,117,2,119
Baudreville,259,0,259
La Bazoche-Gouet,1224,20,1244
Bazoches-en-Dunois,258,5,263
Bazoches-les-Hautes,309,7,316
Beauche,274,9,283
Beaumont-les-Autels,394,111,505
Beauvilliers,335,4,339
Belhomert-Guéhouville,800,32,832
Berchères-les-Pierres,1000,23,1023
Berchères-Saint-Germain,845,11,856
Berchères-sur-Vesgre,849,20,869
Bérou-la-Mulotière,337,5,342
Béthonvilliers,118,5,123
Béville-le-Comte,1657,31,1688
Billancelles,324,8,332
Blandainville,273,3,276
Boissy-en-Drouais,210,6,216
Boissy-lès-Perche,498,12,510
Boisville-la-Saint-Père,712,15,727
Boncé,245,5,250
Boncourt,266,5,271
Bonneval,5055,103,5158
Bouglainval,767,14,781
Le Boullay-les-Deux-Églises,261,4,265
Le Boullay-Mivoye,486,10,496
Le Boullay-Thierry,553,5,558
La Bourdinière-Saint-Loup,725,15,740
Boutigny-Prouais,1745,39,1784
Bouville,588,8,596
Bréchamps,344,5,349
Brezolles,1816,25,1841
Briconville,249,5,254
Brou,3403,37,3440
Broué,888,15,903
Bû,1963,51,2014
Bullainville,108,5,113
Cernay,89,2,91
Challet,433,10,443
Champhol,3656,106,3762
Champrond-en-Gâtine,661,2,663
Champrond-en-Perchet,405,0,405
Champseru,333,1,334
La Chapelle-d'Aunainville,274,13,287
La Chapelle-du-Noyer,1032,181,1213
La Chapelle-Forainvilliers,201,3,204
La Chapelle-Fortin,189,5,194
Chapelle-Guillaume,185,5,190
Chapelle-Royale,307,5,312
Charbonnières,253,3,256
Charonville,315,5,320
Charpont,608,13,621
Chartainvilliers,727,9,736
Chartres,38578,1185,39763
Chassant,329,8,337
Châtaincourt,239,4,243
Châteaudun,13195,324,13519
Châteauneuf-en-Thymerais,2619,30,2649
Les Châtelets,99,4,103
Les Châtelliers-Notre-Dame,137,3,140
Châtenay,238,6,244
Chaudon,1685,25,1710
Chauffours,276,6,282
La Chaussée-d'Ivry,1156,17,1173
Cherisy,1866,27,1893
Chuisnes,1127,19,1146
Cintray,422,6,428
Clévilliers,707,9,716
Cloyes-les-Trois-Rivières,5662,126,5788
Coltainville,884,28,912
Combres,562,6,568
Commune nouvelle d'Arrou,3803,66,3869
Conie-Molitard,406,11,417
Corancez,378,9,387
Cormainville,237,8,245
Les Corvées-les-Yys,316,2,318
Le Coudray,4161,120,4281
Coudray-au-Perche,341,9,350
Coulombs,1353,18,1371
Courbehaye,137,0,137
Courville-sur-Eure,2867,44,2911
Crécy-Couvé,264,9,273
Croisilles,437,14,451
La Croix-du-Perche,163,4,167
Crucey-Villages,468,10,478
Dambron,102,0,102
Dammarie,1512,23,1535
Dampierre-sous-Brou,461,8,469
Dampierre-sur-Avre,742,18,760
Dancy,203,0,203
Dangeau,1274,20,1294
Dangers,432,7,439
Denonville,759,19,778
Digny,979,11,990
Donnemain-Saint-Mamès,684,17,701
Dreux,31044,561,31605
Droue-sur-Drouette,1241,58,1299
Écluzelles,166,5,171
Écrosnes,855,18,873
Éole-en-Beauce,1242,19,1261
Épeautrolles,186,2,188
Épernon,5551,66,5617
Ermenonville-la-Grande,319,11,330
Ermenonville-la-Petite,191,4,195
Escorpain,248,3,251
Les Étilleux,221,7,228
Faverolles,865,11,876
Favières,595,10,605
Le Favril,363,11,374
La Ferté-Vidame,700,19,719
Fessanvilliers-Mattanvilliers,176,5,181
Flacey,209,7,216
Fontaine-la-Guyon,1664,32,1696
Fontaine-les-Ribouts,208,3,211
Fontaine-Simon,924,16,940
Fontenay-sur-Conie,128,3,131
Fontenay-sur-Eure,1016,26,1042
La Framboisière,340,4,344
Francourville,833,8,841
Frazé,505,7,512
Fresnay-l'Évêque,741,10,751
Fresnay-le-Comte,326,9,335
Fresnay-le-Gilmert,202,3,205
Friaize,244,2,246
Fruncé,405,6,411
Gallardon,3669,58,3727
Garancières-en-Beauce,219,7,226
Garancières-en-Drouais,274,6,280
Garnay,876,13,889
Gas,792,16,808
Gasville-Oisème,1448,34,1482
La Gaudaine,175,4,179
Le Gault-Saint-Denis,674,12,686
Gellainville,670,12,682
Germainville,290,6,296
Gilles,522,20,542
Gohory,323,2,325
Gommerville,685,3,688
Gouillons,338,4,342
Goussainville,1292,18,1310
Guainville,655,12,667
Le Gué-de-Longroi,945,16,961
Guilleville,178,4,182
Guillonville,446,12,458
Hanches,2701,57,2758
Happonvilliers,307,4,311
Havelu,142,3,145
Houville-la-Branche,424,16,440
Houx,758,22,780
Illiers-Combray,3324,61,3385
Intréville,145,3,148
Jallans,809,31,840
Janville-en-Beauce,2567,50,2617
Jaudrais,406,5,411
Jouy,1939,41,1980
Lamblore,333,5,338
Landelles,640,6,646
Laons,687,13,700
Léthuin,229,4,233
Levainville,389,14,403
Lèves,5801,133,5934
Levesville-la-Chenard,218,2,220
Logron,585,8,593
Loigny-la-Bataille,206,8,214
Lormaye,661,9,670
La Loupe,3342,83,3425
Louville-la-Chenard,252,5,257
Louvilliers-en-Drouais,201,1,202
Louvilliers-lès-Perche,184,2,186
Lucé,15404,265,15669
Luigny,342,8,350
Luisant,6665,310,6975
Lumeau,149,8,157
Luplanté,386,8,394
Luray,1552,23,1575
Magny,653,12,665
Maillebois,922,16,938
Maintenon,4292,79,4371
Mainvilliers,11182,280,11462
Maisons,374,6,380
La Mancelière,187,3,190
Manou,597,29,626
Marboué,1147,28,1175
Marchéville,479,12,491
Marchezais,342,3,345
Marolles-les-Buis,212,4,216
Marville-Moutiers-Brûlé,976,20,996
Meaucé,543,8,551
Méréglise,100,3,103
Mérouville,218,4,222
Meslay-le-Grenet,345,6,351
Meslay-le-Vidame,522,9,531
Le Mesnil-Simon,580,15,595
Le Mesnil-Thomas,335,9,344
Mévoisins,624,18,642
Mézières-en-Drouais,1073,26,1099
Miermaigne,195,4,199
Mignières,1057,84,1141
Mittainvilliers-Vérigny,794,13,807
Moinville-la-Jeulin,170,0,170
Moléans,461,14,475
Mondonville-Saint-Jean,87,2,89
Montboissier,322,5,327
Montharville,98,5,103
Montigny-le-Chartif,615,12,627
Montigny-sur-Avre,258,6,264
Montireau,140,5,145
Montlandon,241,8,249
Montreuil,508,5,513
Morainville,22,2,24
Morancez,1836,37,1873
Moriers,224,4,228
Morvilliers,152,4,156
Mottereau,166,3,169
Moulhard,142,2,144
Moutiers,249,6,255
Néron,656,15,671
Neuvy-en-Beauce,212,8,220
Neuvy-en-Dunois,310,13,323
Nogent-le-Phaye,1472,34,1506
Nogent-le-Roi,4084,67,4151
Nogent-le-Rotrou,9715,441,10156
Nogent-sur-Eure,497,9,506
Nonvilliers-Grandhoux,427,11,438
Nottonville,304,6,310
Oinville-Saint-Liphard,276,9,285
Oinville-sous-Auneau,345,9,354
Ollé,612,15,627
Orgères-en-Beauce,1061,15,1076
Ormoy,235,5,240
Orrouer,301,10,311
Ouarville,524,16,540
Ouerre,733,15,748
Oulins,1205,27,1232
Oysonville,525,4,529
Péronville,268,4,272
Pierres,2783,56,2839
Les Pinthières,178,6,184
Poinville,142,3,145
Poisvilliers,443,6,449
Pontgouin,1096,334,1430
Poupry,112,1,113
Prasville,431,6,437
Pré-Saint-Évroult,298,5,303
Pré-Saint-Martin,199,6,205
Prudemanche,256,7,263
Prunay-le-Gillon,1075,17,1092
La Puisaye,278,6,284
Puiseux,136,2,138
Réclainville,190,1,191
Les Ressuintes,122,8,130
Revercourt,23,1,24
Rohaire,127,3,130
Roinville,561,3,564
Rouvray-Saint-Denis,434,6,440
Rouvres,823,14,837
Rueil-la-Gadelière,507,10,517
Saint-Ange-et-Torçay,287,1,288
Saint-Arnoult-des-Bois,888,23,911
Saint-Aubin-des-Bois,1016,25,1041
Saint-Avit-les-Guespières,362,4,366
Saint-Bomer,196,2,198
Saint-Christophe,159,2,161
Saint-Denis-des-Puits,139,2,141
Saint-Denis-Lanneray,2243,55,2298
Saint-Éliph,875,24,899
Saint-Éman,108,1,109
Saint-Georges-sur-Eure,2803,67,2870
Saint-Germain-le-Gaillard,345,11,356
Saint-Jean-de-Rebervilliers,241,5,246
Saint-Jean-Pierre-Fixte,259,9,268
Saint-Laurent-la-Gâtine,441,12,453
Saint-Léger-des-Aubées,266,10,276
Saint-Lubin-de-Cravant,58,3,61
Saint-Lubin-de-la-Haye,956,30,986
Saint-Lubin-des-Joncherets,3995,55,4050
Saint-Lucien,254,2,256
Saint-Luperce,896,20,916
Saint-Maixme-Hauterive,418,8,426
Saint-Martin-de-Nigelles,1560,42,1602
Saint-Maur-sur-le-Loir,413,5,418
Saint-Maurice-Saint-Germain,415,73,488
Saint-Ouen-Marchefroy,295,8,303
Saint-Piat,1050,30,1080
Saint-Prest,2031,73,2104
Saint-Rémy-sur-Avre,4010,42,4052
Saint-Sauveur-Marville,925,17,942
Saint-Victor-de-Buthon,511,13,524
Sainte-Gemme-Moronval,1093,22,1115
Saintigny,1020,20,1040
Sainville,1012,13,1025
Sancheville,806,13,819
Sandarville,408,9,417
Santeuil,320,1,321
Santilly,339,6,345
La Saucelle,194,3,197
Saulnières,709,9,718
Saumeray,491,11,502
Saussay,1092,19,1111
Senantes,582,12,594
Senonches,3087,45,3132
Serazereux,546,2,548
Serville,366,5,371
Sorel-Moussel,1804,35,1839
Souancé-au-Perche,532,11,543
Soulaires,454,10,464
Sours,1951,170,2121
Terminiers,903,15,918
Theuville,708,6,714
Le Thieulin,452,34,486
Thimert-Gâtelles,1256,22,1278
Thiron-Gardais,995,11,1006
Thivars,1059,33,1092
Thiville,342,4,346
Tillay-le-Péneux,324,6,330
Toury,2573,33,2606
Trancrainville,161,3,164
Tremblay-les-Villages,2271,65,2336
Tréon,1403,27,1430
Trizay-Coutretot-Saint-Serge,444,14,458
Trizay-lès-Bonneval,316,4,320
Umpeau,396,12,408
Unverre,1193,24,1217
Varize,196,8,204
Vaupillon,456,7,463
Ver-lès-Chartres,783,27,810
Vernouillet,12506,148,12654
Vert-en-Drouais,1091,21,1112
Vichères,304,8,312
Vierville,132,1,133
Vieuvicq,476,9,485
Les Villages Vovéens,3945,61,4006
Villampuy,306,4,310
Villars,175,1,176
Villebon,76,0,76
Villemaury,1392,34,1426
Villemeux-sur-Eure,1641,27,1668
Villiers-le-Morhier,1339,28,1367
Villiers-Saint-Orien,163,5,168
Vitray-en-Beauce,357,6,363
Voise,282,5,287
Yermenonville,597,7,604
Yèvres,1647,34,1681
Ymeray,612,12,624
Ymonville,498,9,507
Argol,991,17,1008
Arzano,1387,33,1420
Audierne,3692,65,3757
Bannalec,5659,158,5817
Baye,1149,34,1183
Bénodet,3568,65,3633
Berrien,919,31,950
Beuzec-Cap-Sizun,1001,20,1021
Bodilis,1609,35,1644
Bohars,3458,83,3541
Bolazec,205,1,206
Botmeur,215,6,221
Botsorhel,428,6,434
Bourg-Blanc,3568,53,3621
Brasparts,1024,11,1035
Brélès,875,27,902
Brennilis,444,5,449
Brest,140064,2684,142748
Briec,5630,112,5742
Camaret-sur-Mer,2543,57,2600
Carantec,3161,100,3261
Carhaix-Plouguer,7174,615,7789
Cast,1556,45,1601
Châteaulin,5214,456,5670
Châteauneuf-du-Faou,3673,102,3775
Cléden-Cap-Sizun,944,20,964
Cléden-Poher,1158,21,1179
Cléder,3779,105,3884
Clohars-Carnoët,4333,111,4444
Clohars-Fouesnant,2055,51,2106
Le Cloître-Pleyben,531,11,542
Le Cloître-Saint-Thégonnec,660,6,666
Coat-Méal,1100,19,1119
Collorec,611,7,618
Combrit,4092,133,4225
Commana,1036,27,1063
Concarneau,19050,825,19875
Confort-Meilars,879,28,907
Le Conquet,2713,59,2772
Coray,1896,30,1926
Crozon,7477,220,7697
Daoulas,1786,52,1838
Dinéault,2168,38,2206
Dirinon,2261,73,2334
Douarnenez,13902,363,14265
Le Drennec,1837,34,1871
Edern,2224,42,2266
Elliant,3271,141,3412
Ergué-Gabéric,8208,211,8419
Le Faou,1727,41,1768
La Feuillée,641,14,655
Le Folgoët,3187,77,3264
La Forest-Landerneau,1881,29,1910
La Forêt-Fouesnant,3366,119,3485
Fouesnant,9458,429,9887
Garlan,1052,33,1085
Gouesnach,2769,80,2849
Gouesnou,6116,130,6246
Gouézec,1100,34,1134
Goulien,433,7,440
Goulven,446,4,450
Gourlizon,896,16,912
Guengat,1782,29,1811
Guerlesquin,1329,41,1370
Guiclan,2490,52,2542
Guiler-sur-Goyen,529,10,539
Guilers,7981,155,8136
Guilligomarc'h,778,3,781
Guilvinec,2658,68,2726
Guimaëc,947,34,981
Guimiliau,1009,17,1026
Guipavas,14482,375,14857
Guissény,2009,42,2051
Hanvec,2025,46,2071
Henvic,1351,30,1381
Hôpital-Camfrout,2247,38,2285
Huelgoat,1449,28,1477
Île-de-Batz,457,18,475
Île-de-Sein,249,2,251
Île-Molène,141,5,146
Île-Tudy,741,17,758
Irvillac,1429,22,1451
Le Juch,713,17,730
Kergloff,880,23,903
Kerlaz,799,27,826
Kerlouan,2119,39,2158
Kernilis,1453,31,1484
Kernouës,685,14,699
Kersaint-Plabennec,1447,26,1473
Lampaul-Guimiliau,2058,51,2109
Lampaul-Plouarzel,2111,50,2161
Lampaul-Ploudalmézeau,838,22,860
Lanarvily,421,12,433
Landéda,3578,109,3687
Landeleau,937,12,949
Landerneau,15781,617,16398
Landévennec,337,6,343
Landivisiau,9132,322,9454
Landrévarzec,1841,39,1880
Landudal,877,13,890
Landudec,1436,39,1475
Landunvez,1475,36,1511
Langolen,876,18,894
Lanhouarneau,1308,24,1332
Lanildut,956,17,973
Lanmeur,2251,39,2290
Lannéanou,378,8,386
Lannédern,293,5,298
Lanneuffret,151,2,153
Lannilis,5592,114,5706
Lanrivoaré,1464,35,1499
Lanvéoc,2095,66,2161
Laz,661,15,676
Lennon,788,20,808
Lesneven,7311,228,7539
Leuhan,819,14,833
Loc-Brévalaire,202,6,208
Loc-Eguiner,402,7,409
Locmaria-Plouzané,5076,129,5205
Locmélar,471,14,485
Locquénolé,787,26,813
Locquirec,1456,42,1498
Locronan,795,27,822
Loctudy,4073,110,4183
Locunolé,1154,23,1177
Logonna-Daoulas,2124,52,2176
Lopérec,859,154,1013
Loperhet,3760,82,3842
Loqueffret,359,10,369
Lothey,459,4,463
Mahalon,957,20,977
La Martyre,751,9,760
Melgven,3356,51,3407
Mellac,3112,76,3188
Mespaul,966,17,983
Milizac-Guipronvel,4478,64,4542
Moëlan-sur-Mer,6781,140,6921
Morlaix,14559,469,15028
Motreff,703,14,717
Névez,2661,59,2720
Ouessant,835,19,854
Pencran,1970,31,2001
Penmarch,5247,114,5361
Peumerit,803,12,815
Plabennec,8436,160,8596
Pleuven,2987,79,3066
Pleyben,3627,263,3890
Pleyber-Christ,3139,77,3216
Plobannalec-Lesconil,3474,87,3561
Ploéven,518,17,535
Plogastel-Saint-Germain,1953,43,1996
Plogoff,1229,20,1249
Plogonnec,3156,74,3230
Plomelin,4171,167,4338
Plomeur,3774,81,3855
Plomodiern,2136,63,2199
Plonéis,2425,49,2474
Plonéour-Lanvern,6064,156,6220
Plonévez-du-Faou,2105,50,2155
Plonévez-Porzay,1758,44,1802
Plouarzel,3715,70,3785
Ploudalmézeau,6297,129,6426
Ploudaniel,3709,112,3821
Ploudiry,952,22,974
Plouédern,2813,67,2880
Plouégat-Guérand,1067,23,1090
Plouégat-Moysan,716,9,725
Plouénan,2510,59,2569
Plouescat,3446,82,3528
Plouezoc'h,1596,62,1658
Plougar,785,31,816
Plougasnou,2776,122,2898
Plougastel-Daoulas,13337,361,13698
Plougonvelin,4174,99,4273
Plougonven,3496,61,3557
Plougoulm,1759,45,1804
Plougourvest,1404,28,1432
Plouguerneau,6607,128,6735
Plouguin,2151,41,2192
Plouhinec,3975,118,4093
Plouider,1866,34,1900
Plouigneau,5083,182,5265
Ploumoguer,2063,37,2100
Plounéour-Brignogan-plages,1922,49,1971
Plounéour-Ménez,1246,39,1285
Plounéventer,2088,33,2121
Plounévez-Lochrist,2291,93,2384
Plounévézel,1227,26,1253
Plourin,1241,28,1269
Plourin-lès-Morlaix,4457,287,4744
Plouvien,3766,99,3865
Plouvorn,2870,73,2943
Plouyé,674,18,692
Plouzané,12822,269,13091
Plouzévédé,1766,40,1806
Plovan,682,27,709
Plozévet,2967,77,3044
Pluguffan,4109,99,4208
Pont-Aven,2801,58,2859
Pont-Croix,1580,30,1610
Pont-de-Buis-lès-Quimerch,3792,150,3942
Pont-l'Abbé,8250,399,8649
Porspoder,1810,38,1848
Port-Launay,391,7,398
Pouldergat,1211,25,1236
Pouldreuzic,2156,46,2202
Poullan-sur-Mer,1516,94,1610
Poullaouen,1500,32,1532
Primelin,702,17,719
Quéménéven,1117,34,1151
Querrien,1739,33,1772
Quimper,62985,2495,65480
Quimperlé,12057,453,12510
Rédené,2908,64,2972
Le Relecq-Kerhuon,11462,243,11705
Riec-sur-Bélon,4185,122,4307
La Roche-Maurice,1807,43,1850
Roscanvel,839,29,868
Roscoff,3404,84,3488
Rosnoën,955,26,981
Rosporden,7671,120,7791
Saint-Coulitz,437,10,447
Saint-Derrien,811,13,824
Saint-Divy,1537,21,1558
Saint-Eloy,214,5,219
Saint-Évarzec,3529,114,3643
Saint-Frégant,823,8,831
Saint-Goazec,706,9,715
Saint-Hernin,759,17,776
Saint-Jean-du-Doigt,641,12,653
Saint-Jean-Trolimon,962,27,989
Saint-Martin-des-Champs,4593,145,4738
Saint-Méen,917,19,936
Saint-Nic,773,21,794
Saint-Pabu,2074,34,2108
Saint-Pol-de-Léon,6596,234,6830
Saint-Renan,8110,189,8299
Saint-Rivoal,194,3,197
Saint-Sauveur,790,10,800
Saint-Ségal,1081,24,1105
Saint-Servais,782,12,794
Saint-Thégonnec Loc-Eguiner,3010,76,3086
Saint-Thois,716,18,734
Saint-Thonan,1821,35,1856
Saint-Thurien,1032,14,1046
Saint-Urbain,1633,35,1668
Saint-Vougay,904,18,922
Saint-Yvi,3155,68,3223
Sainte-Sève,1016,30,1046
Santec,2409,62,2471
Scaër,5380,122,5502
Scrignac,757,20,777
Sibiril,1208,27,1235
Sizun,2265,78,2343
Spézet,1808,44,1852
Taulé,2938,77,3015
Telgruc-sur-Mer,2085,59,2144
Tourch,1026,28,1054
Trébabu,352,9,361
Treffiagat,2399,100,2499
Tréflaouénan,510,7,517
Tréflévénez,243,9,252
Tréflez,958,22,980
Trégarantec,601,8,609
Trégarvan,119,6,125
Tréglonou,670,6,676
Trégourez,972,17,989
Tréguennec,318,7,325
Trégunc,7041,225,7266
Le Tréhou,633,14,647
Trémaouézan,575,9,584
Tréméoc,1346,39,1385
Tréméven,2324,43,2367
Tréogat,581,12,593
Tréouergat,341,5,346
Le Trévoux,1606,51,1657
Trézilidé,382,2,384
Aigaliers,507,13,520
Aigremont,791,13,804
Aigues-Mortes,8325,76,8401
Aigues-Vives,3337,48,3385
Aiguèze,214,3,217
Aimargues,5647,53,5700
Alès,40219,651,40870
Allègre-les-Fumades,902,16,918
Alzon,177,3,180
Anduze,3436,41,3477
Les Angles,8349,202,8551
Aramon,4238,73,4311
Argilliers,483,22,505
Arpaillargues-et-Aureillac,1009,28,1037
Arphy,171,4,175
Arre,287,10,297
Arrigas,211,2,213
Aspères,512,13,525
Aubais,2762,58,2820
Aubord,2375,44,2419
Aubussargues,323,4,327
Aujac,178,7,185
Aujargues,846,17,863
Aulas,477,7,484
Aumessas,228,3,231
Avèze,1080,32,1112
Bagard,2574,65,2639
Bagnols-sur-Cèze,18258,342,18600
Barjac,1596,24,1620
Baron,356,4,360
La Bastide-d'Engras,196,2,198
Beaucaire,15963,144,16107
Beauvoisin,4780,54,4834
Bellegarde,7129,81,7210
Belvézet,245,1,246
Bernis,3420,27,3447
Bessèges,2844,35,2879
Bez-et-Esparon,336,11,347
Bezouce,2299,32,2331
Blandas,135,2,137
Blauzac,1196,20,1216
Boisset-et-Gaujac,2545,45,2590
Boissières,565,11,576
Bonnevaux,88,0,88
Bordezac,393,4,397
Boucoiran-et-Nozières,947,14,961
Bouillargues,6328,131,6459
Bouquet,176,3,179
Bourdic,380,11,391
Bragassargues,175,5,180
Branoux-les-Taillades,1340,30,1370
Bréau-Mars,616,20,636
Brignon,771,12,783
Brouzet-lès-Alès,649,12,661
Brouzet-lès-Quissac,291,4,295
La Bruguière,328,7,335
Cabrières,1623,28,1651
La Cadière-et-Cambo,210,10,220
Le Cailar,2412,29,2441
Caissargues,4027,78,4105
La Calmette,2200,23,2223
Calvisson,5745,97,5842
Campestre-et-Luc,99,1,100
Canaules-et-Argentières,434,4,438
Cannes-et-Clairan,540,12,552
La Capelle-et-Masmolène,439,6,445
Cardet,871,21,892
Carnas,479,12,491
Carsan,685,23,708
Cassagnoles,403,2,405
Castelnau-Valence,454,10,464
Castillon-du-Gard,1684,79,1763
Causse-Bégon,20,0,20
Caveirac,4181,112,4293
Cavillargues,843,29,872
Cendras,1841,30,1871
Chambon,266,6,272
Chamborigaud,852,5,857
Chusclan,967,29,996
Clarensac,4263,98,4361
Codognan,2423,48,2471
Codolet,660,12,672
Collias,1090,15,1105
Collorgues,608,10,618
Colognac,221,6,227
Combas,628,14,642
Comps,1784,25,1809
Concoules,258,4,262
Congénies,1668,35,1703
Connaux,1674,34,1708
Conqueyrac,97,2,99
Corbès,154,1,155
Corconne,542,26,568
Cornillon,934,21,955
Courry,279,4,283
Crespian,423,4,427
Cros,249,8,257
Cruviers-Lascours,702,8,710
Deaux,648,16,664
Dions,584,11,595
Domazan,930,11,941
Domessargues,753,18,771
Dourbies,145,5,150
Durfort-et-Saint-Martin-de-Sossenac,685,18,703
Estézargues,579,12,591
L' Estréchure,161,5,166
Euzet,439,7,446
Flaux,375,9,384
Foissac,423,6,429
Fons,1506,14,1520
Fons-sur-Lussan,237,3,240
Fontanès,690,12,702
Fontarèches,263,5,268
Fournès,1085,13,1098
Fourques,2891,44,2935
Fressac,162,5,167
Gagnières,1121,14,1135
Gailhan,246,4,250
Gajan,668,22,690
Gallargues-le-Montueux,3708,75,3783
Le Garn,213,2,215
Garons,4895,49,4944
Garrigues-Sainte-Eulalie,731,20,751
Gaujac,1096,26,1122
Générac,4118,56,4174
Générargues,699,20,719
Génolhac,841,20,861
Goudargues,1100,23,1123
La Grand-Combe,5041,97,5138
Le Grau-du-Roi,8517,78,8595
Issirac,310,6,316
Jonquières-Saint-Vincent,3779,37,3816
Junas,1107,17,1124
Lamelouze,139,4,143
Langlade,2190,55,2245
Lanuéjols,357,23,380
Lasalle,1140,12,1152
Laudun-l'Ardoise,6292,117,6409
Laval-Pradel,1161,23,1184
Laval-Saint-Roman,217,5,222
Lecques,470,3,473
Lédenon,1556,24,1580
Lédignan,1462,24,1486
Lézan,1537,26,1563
Liouc,281,6,287
Lirac,904,20,924
Logrian-Florian,264,7,271
Lussan,486,7,493
Les Mages,2074,35,2109
Malons-et-Elze,125,0,125
Mandagout,401,7,408
Manduel,6814,95,6909
Marguerittes,8586,158,8744
Martignargues,424,9,433
Le Martinet,750,5,755
Maruéjols-lès-Gardon,243,4,247
Massanes,194,6,200
Massillargues-Attuech,662,16,678
Mauressargues,158,6,164
Méjannes-le-Clap,710,14,724
Méjannes-lès-Alès,1222,30,1252
Meynes,2456,152,2608
